ID,Name,City,Country,IATA,Lat,Long
6085,Zhezkazgan Airport,Zhezkazgan,Kazakhstan,DZN,47.708302,67.733299
6086,Ust-Kamennogorsk Airport,Ust Kamenogorsk,Kazakhstan,UKK,50.036598205566406,82.49420166015625
6088,Kostanay West Airport,Kostanay,Kazakhstan,KSN,53.20690155029297,63.55030059814453
6089,Ganja Airport,Ganja,Azerbaijan,KVD,40.737701416015625,46.31760025024414
6090,Nakhchivan Airport,Nakhchivan,Azerbaijan,NAJ,39.18880081176758,45.45840072631836
6091,Chulman Airport,Neryungri,Russia,NER,56.913898468018,124.91400146484
6092,Polyarny Airport,Yakutia,Russia,PYJ,66.4003982544,112.029998779
6093,Chokurdakh Airport,Chokurdah,Russia,CKH,70.62310028076172,147.90199279785156
6094,Cherskiy Airport,Cherskiy,Russia,CYX,68.7406005859375,161.33799743652344
6095,Tiksi Airport,Tiksi,Russia,IKS,71.69770050048801,128.90299987793
6097,Komsomolsk-on-Amur Airport,Komsomolsk-on-Amur,Russia,KXK,50.40900039672852,136.93400573730472
6098,Ugolny Airport,Anadyr,Russia,DYR,64.734902,177.740997
6099,Okhotsk Airport,Okhotsk,Russia,OHO,59.41006469726562,143.05650329589844
6100,Ujae Atoll Airport,Ujae Atoll,Marshall Islands,UJE,8.92805957794,165.761993408
6101,Mariupol International Airport,Mariupol International,Ukraine,MPW,47.07609939575195,37.44960021972656
6102,Luhansk International Airport,Lugansk,Ukraine,VSG,48.417400360100004,39.3740997314
6103,Zaporizhzhia International Airport,Zaporozhye,Ukraine,OZH,47.86700057983398,35.31570053100586
6104,Kryvyi Rih International Airport,Krivoy Rog,Ukraine,KWG,48.04330062866211,33.209999084472656
6105,Kharkiv International Airport,Kharkov,Ukraine,HRK,49.92480087280274,36.290000915527344
6106,Ivano-Frankivsk International Airport,Ivano-Frankivsk,Ukraine,IFO,48.88420104980469,24.68610000610352
6107,Chernivtsi International Airport,Chernovtsk,Ukraine,CWC,48.2593002319336,25.98080062866211
6108,Rivne International Airport,Rivne,Ukraine,RWN,50.60710144042969,26.14159965515137
6109,Uzhhorod International Airport,Uzhgorod,Ukraine,UDJ,48.6343002319336,22.263399124145508
6110,Solovki Airport,Solovetsky Islands,Russia,CSH,65.0299987793,35.7333335876
6111,Cherepovets Airport,Cherepovets,Russia,CEE,59.273601532,38.015800476100004
6112,Amderma Airport,Amderma,Russia,AMV,69.76329803466797,61.55640029907226
6113,Kotlas Airport,Kotlas,Russia,KSZ,61.235801696777344,46.6974983215332
6114,Petrozavodsk Airport,Petrozavodsk,Russia,PES,61.88520050048828,34.15470123291016
6115,Hrodna Airport,Hrodna,Belarus,GNA,53.60200119018555,24.053800582885746
6116,Mogilev Airport,Mogilev,Belarus,MVQ,53.95489883422852,30.09510040283203
6117,Yeniseysk Airport,Yeniseysk,Russia,EIE,58.47420120239258,92.1125030517578
6118,Kyzyl Airport,Kyzyl,Russia,KYZ,51.66939926147461,94.40059661865234
6119,Spichenkovo Airport,Novokuznetsk,Russia,NOZ,53.811401000000004,86.877197
6120,Khatanga Airport,Khatanga,Russia,HTG,71.97810363769531,102.49099731445312
6121,Igarka Airport,Igarka,Russia,IAA,67.43720245361328,86.62190246582031
6122,Khankala Air Base,Grozny,Russia,\N,43.298099517822266,45.78409957885742
6123,Nalchik Airport,Nalchik,Russia,NAL,43.51290130615234,43.63660049438477
6124,Beslan Airport,Beslan,Russia,OGZ,43.2051010132,44.606601715100005
6125,Elista Airport,Elista,Russia,ESL,46.3739013671875,44.33089828491211
6126,Aleknagik / New Airport,Aleknagik,United States,WKK,59.2826004028,-158.617996216
6128,Mercer County Airport,Bluefield,United States,BLF,37.295799255371094,-81.20770263671875
6130,Mid Delta Regional Airport,Greenville,United States,GLH,33.482898712158196,-90.98560333251952
6133,Tri Cities Airport,Pasco,United States,PSC,46.26470184326172,-119.11900329589844
6134,Akutan Seaplane Base,Akutan,United States,KQA,54.1337704415,-165.77889561700002
6136,Lopez Island Airport,Lopez,United States,LPS,48.4838981628418,-122.93800354003906
6137,Salekhard Airport,Salekhard,Russia,SLY,66.59079742431639,66.61100006103516
6138,Khanty Mansiysk Airport,Khanty-Mansiysk,Russia,HMA,61.02849960327149,69.08609771728516
6139,Nyagan Airport,Nyagan,Russia,NYA,62.110001000000004,65.614998
6140,Sovetskiy Airport,Sovetskiy,Russia,OVS,61.326622009277344,63.60191345214844
6141,Izhevsk Airport,Izhevsk,Russia,IJK,56.82809829711914,53.45750045776367
6142,Pobedilovo Airport,Kirov,Russia,KVX,58.50329971313501,49.348300933838
6143,Nadym Airport,Nadym,Russia,NYM,65.48090362548828,72.69889831542969
6144,Raduzhny Airport,Raduzhnyi,Russia,RAT,62.15859985350001,77.32890319820001
6145,Nefteyugansk Airport,Nefteyugansk,Russia,NFG,61.108299255371094,72.6500015258789
6146,Kurgan Airport,Kurgan,Russia,KRO,55.47529983520508,65.41560363769531
6147,Khudzhand Airport,Khudzhand,Tajikistan,LBD,40.21540069580078,69.6947021484375
6148,Andizhan Airport,Andizhan,Uzbekistan,AZN,40.7276992798,72.2939987183
6149,Fergana International Airport,Fergana,Uzbekistan,FEG,40.3587989807,71.7450027466
6150,Namangan Airport,Namangan,Uzbekistan,NMA,40.9846000671,71.5567016602
6151,Nukus Airport,Nukus,Uzbekistan,NCU,42.48839950561523,59.62329864501953
6152,Urgench Airport,Urgench,Uzbekistan,UGC,41.58430099487305,60.6417007446289
6153,Karshi Khanabad Airport,Khanabad,Uzbekistan,KSQ,38.833599090599996,65.9215011597
6154,Termez Airport,Termez,Uzbekistan,TMJ,37.28670120239258,67.30999755859375
6155,Staroselye Airport,Rybinsk,Russia,RYB,58.10419845581055,38.92940139770508
6156,Belgorod International Airport,Belgorod,Russia,EGO,50.643798828125,36.5900993347168
6157,Kursk East Airport,Kursk,Russia,URS,51.7505989074707,36.29560089111328
6158,Lipetsk Airport,Lipetsk,Russia,LPK,52.70280075073242,39.53779983520508
6159,Vorkuta Airport,Vorkuta,Russia,VKT,67.48860168457031,63.99309921264648
6160,Bugulma Airport,Bugulma,Russia,UUA,54.63999938964844,52.80170059204102
6161,Yoshkar-Ola Airport,Yoshkar-Ola,Russia,JOK,56.700599670410156,47.904701232910156
6162,Cheboksary Airport,Cheboksary,Russia,CSY,56.09030151367188,47.3473014831543
6163,Ulyanovsk East Airport,Ulyanovsk,Russia,ULY,54.4010009765625,48.80270004272461
6164,Orsk Airport,Orsk,Russia,OSW,51.0724983215332,58.59560012817383
6165,Penza Airport,Penza,Russia,PEZ,53.11059951782226,45.02109909057617
6166,Saransk Airport,Saransk,Russia,SKX,54.12512969970703,45.212257385253906
6167,Balakovo Airport,Balakovo,Russia,BWO,51.8582992554,47.7456016541
6168,Hubli Airport,Hubli,India,HBX,15.361700058,75.08489990230001
6169,Koggala Airport,Koggala,Sri Lanka,KCT,5.993680000305176,80.32029724121094
6170,Weerawila Airport,Wirawila,Sri Lanka,WRZ,6.25448989868,81.23519897460002
6171,Battambang Airport,Battambang,Cambodia,BBM,13.095600128173828,103.2239990234375
6172,Shillong Airport,Shillong,India,SHL,25.70359992980957,91.97869873046876
6173,Lokpriya Gopinath Bordoloi International Airport,Guwahati,India,GAU,26.10610008239746,91.58589935302734
6174,Dimapur Airport,Dimapur,India,DMU,25.883899688699998,93.77110290530001
6175,Tezpur Airport,Tezpur,India,TEZ,26.7091007232666,92.78469848632812
6176,Barisal Airport,Barisal,Bangladesh,BZL,22.80100059509277,90.30120086669922
6177,Ban Huoeisay Airport,Huay Xai,Laos,HOE,20.2572994232,100.43699646
6179,Bharatpur Airport,Bharatpur,Nepal,BHR,27.678101,84.42939799999999
6180,Bhadrapur Airport,Chandragarhi,Nepal,BDP,26.5708007812,88.07959747310001
6181,Meghauli Airport,Meghauli,Nepal,MEY,27.5774,84.22875
6182,Nepalgunj Airport,Nepalgunj,Nepal,KEP,28.103599548339844,81.66699981689453
6183,Gan International Airport,Gan Island,Maldives,GAN,-0.693342,73.155602
6184,Hanimaadhoo Airport,Haa Dhaalu Atoll,Maldives,HAQ,6.744229793548584,73.17050170898438
6185,Kadhdhoo Airport,Laamu Atoll,Maldives,KDO,1.8591699600219729,73.52189636230469
6186,Mae Sot Airport,Tak,Thailand,MAQ,16.699899673461914,98.54509735107422
6187,Buon Ma Thuot Airport,Buonmethuot,Vietnam,BMV,12.668299675,108.120002747
6188,Cat Bi International Airport,Haiphong,Vietnam,HPH,20.81940078735352,106.7249984741211
6189,Cam Ranh Airport,Nha Trang,Vietnam,CXR,11.99820041656494,109.21900177001952
6190,Co Ong Airport,Conson,Vietnam,VCS,8.73183,106.633003
6191,Can Tho International Airport,Can Tho,Vietnam,VCA,10.085100173999999,105.711997986
6192,Dien Bien Phu Airport,Dienbienphu,Vietnam,DIN,21.3974990845,103.008003235
6193,Phu Cat Airport,Phucat,Vietnam,UIH,13.955,109.042
6194,Pleiku Airport,Pleiku,Vietnam,PXU,14.00450038909912,108.01699829101562
6195,Vinh Airport,Vinh,Vietnam,VII,18.7376003265,105.67099762
6196,Banmaw Airport,Banmaw,Burma,BMO,24.268999099731445,97.24620056152344
6197,Dawei Airport,Dawei,Burma,TVY,14.103899955749512,98.20359802246094
6198,Kawthoung Airport,Kawthoung,Burma,KAW,10.04930019378662,98.53800201416016
6199,Loikaw Airport,Loikaw,Burma,LIW,19.691499710083008,97.2147979736328
6200,Mawlamyine Airport,Mawlamyine,Burma,MNU,16.444700241088867,97.66069793701172
6201,Pathein Airport,Pathein,Burma,BSX,16.815201000000002,94.7799
6202,Pakhokku Airport,Pakhokku,Burma,PKK,21.4043,95.11125
6203,Sumbawa Besar Airport,Sumbawa Island,Indonesia,SWQ,-8.489040374755861,117.41200256347656
6204,Tambolaka Airport,Waikabubak-Sumba Island,Indonesia,TMC,-9.40972,119.244003
6205,Bokondini Airport,Bokondini-Papua Island,Indonesia,BUI,-3.6822,138.6755
6206,Senggeh Airport,Senggeh-Papua Island,Indonesia,SEH,-3.45,140.779
6207,Tanjung Harapan Airport,Tanjung Selor-Borneo Island,Indonesia,TJS,2.83583333333,117.373611111
6208,Datadawai Airport,Datadawai-Borneo Island,Indonesia,DTD,0.8106,114.5306
6209,Kalimarau Airport,Tanjung Redep-Borneo Island,Indonesia,BEJ,2.1555,117.431999
6210,Warukin Airport,Tanjung-Borneo Island,Indonesia,TJG,-2.21655988693,115.43599700899999
6211,Sampit(Hasan) Airport,Sampit-Borneo Island,Indonesia,SMQ,-2.49919009209,112.974998474
6212,Dumatumbun Airport,Langgur-Kei Islands,Indonesia,LUV,-5.661620140075684,132.73100280761722
6213,Mali Airport,Alor Island,Indonesia,ARD,-8.132340431213379,124.59700012207031
6214,Belaga Airport,Belaga,Malaysia,BLG,2.65000009537,113.76699829100001
